Combined_Text,Category
REPH ACQUISITION TO NEGOTIATE PESCH MERGER BID reph acquisit co said board appoint special committ negoti term offer made earlier today pesch co merg republ health corp reph unit pesch alpha health system corp unit offer acquir 36 pct republ health stock alreadi term pesch offer disclo,acq
"HUNT GROUP HAS COMDATA STAKE, SEEKS INFLUENCE investor group led member hunt famili dalla texa told secur exchang commiss acquir 62 pct stake comdata network inc cdn may tri influenc compani polici investor group led rosewood financ inc said oppo compani recapit plan work comdata mason best co texa invest firm last report hold 95 pct compani stock hunt group said offer march 3 buy entir 53 pct stake held dissid sharehold donald carter 14 dlr receiv repli yesterday rosewood carolin hunt trust estat whose trust includ margaret hunt hill also said notifi feder trade commiss intent buy 15 25 pct comdata common stock feder law cannot buy 15 pct comdata stock 15 30 day wait period unless ftc give earli approv propo comdata recapit plan compani would buy 10 mln common share 1325 dlr mason best belong cni parnter texa partnership would tender stake plan would instead buy anoth one mln comdata common share would get repres compani board hunt group said told comdata consid requir payment plan 15 mln dlr fee issuanc warrant buy 500000 common share wast compani asset hunt group also includ secur texa firm cypress partner lp driftwood ltd said spent 152 mln dlr 1197700 comdata common share",acq
ARGENTINA-BRAZIL TRADE JUMPED 90 PCT IN 1986 trade argentina brazil jump 90 pct 1986 versu 1985 foreign minist dant caputo said speak report caputo said near doubl trade show tangibl immedi result wide rang econom integr accord sign presid countri last juli said trade last year total 13 billion dlr versu 700 mln dlr 1985 accord provid capit good trade two countri rise 20 billion dlr four year argentin wheat export brazil increa 1375000 tonn 1987 20 mln tonn 1991 accord said,wheat
SANTA FE SOUTHERN PACIFIC APPEALS MERGER RULING santa fe southern pacif corp later today formal ask u interst commerc commiss icc reconsid earlier reject merger hold compani railroad asset compani spokesman said expect file paper late tonight ask icc reopen rail merger case spokesman rich hall said telephon interview compani chicago headquart icc reject juli ground would reduc competit merger santa fe southern pacif railroad deadlin seek icc reconsid merger plan midnight tonight,acq
E.A. VINER HOLDINGS LTD &lt;EAVKF> 4TH QTR LOSS shr loss 10 ct v profit seven ct net loss 918000 v profit 585000 rev 5475000 v 4430000 year shr profit 32 ct v loss 24 ct net profit 2909000 v loss 1501000 rev 237 mln v 150 mln note 1986 4th qtr net includ 15 mln u dlr 17 ct shr writedown stake heck inc hex 300000 u dlr three ct shr writedown arbitrag posit 1986 flyr net includ 900000 dlr net writedown stake heck u dlr,earn
CARPET FIRM UNIT CUTS ALLIED PRODUCTS&lt;ADP> STAKE group led gfi nevada inc subsidiari gener felt industri saddlebrook nj carpet maker said cut stake alli product corp 169888 share 34 pct 288652 share 58 pct file secur exchang commiss gfi said sold 114000 alli product common share march 3 42 dlr donat anoth 4746 share two univ said deal compani common stock invest purpo,acq
TALKS FAIL TO END BRAZILIAN SEAMEN'S STRIKE pay talk aim end weekold nation seaman strike collap today strike continu union offici said walkout brazil 40000 seaman idl 160 ship variou port jorg lui leao franco senior offici nation merchant marin union told reuter striker seek 275 pct pay increa reject offer 100 pct rai state oil compani petrobra 80 pct increa nation union maritim navig compani syndarma leao franco said eight hour talk rio de janeiro labor minist almir pazzianotto end today without resolv disput said six ship idl abroad netherland spain venezuela franc south africa econom analyst said strike major concern govern suspend interest payment part brazil foreign debt follow drastic deterior countri trade balanc head nation merchant marin author murilo ruben habbema quot today say strike continu foreign ship could author transport brazilian export brazil live crisi moment conceiv export hit told gazeta mercantil newspap,ship
SHEARSON HAS 5.4 PCT OF CHICAGO MILWAUKEE &lt;CHG> shearson lehman brother inc brokerag subsidiari american express co axp said acquir 131300 share chicago milwauk corp 54 pct total outstand common stock file secur exchang commiss shearson said bought stake 188 mln dlr invest purpo intent seek control compani,acq
VINER &lt;EAVKF> VIABLE AFTER HECK'S &lt;HEX> MOVE ea viner hold ltd said earlier report chapter 11 bankruptci file heck inc hex viner hold 408000 share would materi affect viner capit posit abil carri profit brokerag busi viner said brokerag subsidiari edward viner co regulatori capit 245 mln u dlr yearend 1986 compani said heck chapter 11 file could howev affect viner previou report legal action recov cost abort merger agreement heck said toussievin group made merger offer as option regard heck invest viner earlier report fourth quarter loss 918000 u dlr 15 mln dlr writedown stake heck earn 585000 dlr previou fourth quarter fullyear earn total 29 mln dlr yearearli loss 15 mln dlr fullyear earn includ 900000 dlr net writedown heck stake said,earn
TWA &lt;TWA> SUES USAIR &lt;U> OVER POISON PILL tran world airlin inc said file suit delawar chanceri court usair group inc board director seek invalid poison pill antitakeov plan twa vice presid gener counsel mark buckstein said twa also sought declaratori judgement court 52 dlr per share takeov offer usair would way interf usair possibl buyout peidmont aviat inc pie buckstein said twa ask court enjoin enforc usair sharehold right plan poison pill provi typic allow issu secur sharehold event hostil takeov bid aim deter takeov make expen usair earlier today reject twa offer say twa bid attempt interf buyout piedmont usair also said counsel would investig matter tonight spokesman usair said airlin comment twa lawsuit usair respond howev twa request depart transport permiss buy 51 pct usair stock place stock vote trust pend approv takeov usair said request hastili past togeth order take advantag regulatori anamoli would allow twa accomplish regul environ action would impermiss nonregul economi larg usair call transport depart reject twa request,acq
&lt;FOUR SEASONS HOTELS INC> YEAR NET oper shr 99 ct v 54 ct oper net 9515000 v 3449000 rev 5093 mln v 4405 mln note 1985 net exclud extraordinari gain 12 mln dlr,earn
&lt;IVEY PROPERTIES INC> RAISES QUARTERLY DIVIDEND ivey properti inc said rai quarterli dividend 18 ct share 14 ct declar extra dividend 27 ct share 50 pct stock dividend said dividend paid april one sharehold record march 16 stock dividend ivey said pay fraction share 25 dlr per share,earn
GROUP BOOSTS SCANDINAVIA FUND &lt;SCF> STAKE sharehold group led swedish invest firm norwegian investor said rai stake scandinavia fund inc 2165300 share 333 pct total 1978900 share 305 pct file secur exchang commiss group includ ingemar rydin industritillbehor ab firm investor erik martin vik said bought addit share feb 24 march 9,acq
OFFSHORE INVESTMENT FIRM UPS FRANCE FUND STAKE vbi corp offshoreba invest firm told secur exchang commiss rai stake franc fund inc frn 681800 share 91 pct total 551000 74 pct vbi base turk caico island british west indi said bought addit share feb 24 march 4 said bought franc fund stake invest purpo,acq
"U.S. MONEY GROWTH SLOWS SHARPLY, ECONOMISTS SAY u money suppli growth slow rapidli economist believ three feder reserv main monetari aggreg may even contract februari contract unlik major concern fed especi would follow long period torrid growth could give central bank extra leeway week ahead decid relax monetari polici justifi account weak economi m1 money suppli week end februari 23 report today rose 19 billion dlr 7385 billion preliminari forecast call drop next week around two billion dlr monthli averag januari 7371 billion dlr m1 make quarter m2 fifth m3 compon m2 moneymarket deposit account small time deposit also fall stage set fall broader aggreg economist say m1 larg discredit tradit link econom growth disintegr impact fall interest rate bank deregul consist behavior three aggreg like impress fed said ward mccarthi merril lynch econom inc fed confid aggreg theyr send signal go rai eyebrow fed mccarthi said stephen slifer shearson lehman brother inc ad goodlook monetari aggreg data come lot weaker thought economist quick caution one month data prove noth especi money growth previou rapid m1 last 52 week grown 167 pct rate 191 pct rate past 13 week moreov contract m2 probabl explain shift fund save vehicl boom stock market thu indic slowdown busi expan data rai tantal possibl bond market slowdown money growth partli reflect weaker economi need fed stimulu mccarthi note slower money growth coincid sign economi lose momentum quarter progress econom indic rosi month ago note expect five six pct m1 growth march rise m2 m3 four pct slifer see stronger growth 10 pct m1 five pct le m2 m3 rate would still moder enough encourag fed ea polici gross nation product first quarter prove weak youd certainli inclin ea would past certainli noth fed latest balanc sheet howev suggest chang polici alreadi way economist said discount window borrow line expect 233 mln dlr day robert brusca nikko secur co intern inc argu easier fed polici unlik much solv america urgent econom problem massiv trade deficit possibl dollar depreci thu rise inflat may need close trade gap brusca said im prepar optimist bond market",money-supply
TPA OF AMERICA INC &lt;TPS> 4TH QTR LOSS shr loss five ct net loss 753000 rev 8932000 avg shr 160 mln year shr loss seven ct net loss 995000 rev 279 mln avg shr 148 mln note compani start oper august 1985 result reflect chang fiscal year novemb 30 end,earn
MCGRATH RENTCORP &lt;MGRC> SEES NET RISING mcgrath rentcorp said result decemb acquisit space co expect earn per share 1987 115 130 dlr per share 70 ct 1986 compani said pretax net rise nine 10 mln dlr six mln dlr 1986 rental oper revenu 19 22 mln dlr 125 mln dlr said cash flow per share year 250 three dlr,earn
SILVER STATE MINING CORP &lt;SSMC> 4TH QTR NET shr one ct v one ct net 528790 v 286969 rev 2537803 v 773729 year shr seven ct v one ct net 2429576 v 404394 rev 6726327 v 1150961,earn
SIZZLER RESTAURANTS INTERNATIONAL INC &lt;SIZZ> NET shr 15 ct v 14 ct net 2547000 v 2242000 rev 567 mln v 440 mln avg shr 176 mln v 156 mln nine mth shr 54 ct v 54 ct net 9249000 v 8334000 rev 1733 mln v 1343 mln avg shr 171 mln v 155 mln,earn
"MCANDREWS AND FORBES ARE OFFERING 18.50 DLRS PER SHARE FOR REVLON STOCK
 mcandrew forb offer 1850 dlr per share revlon stock",acq
U.K. MONEY MARKET DEFICIT REVISED TO 550 MLN STG bank england said revi estim shortag money market back initi forecast 550 mln stg midsess central bank chang shortfal 500 mln provid assist worth 96 mln stg bank bill purcha band one two establish deal rate,money-fx
DONEGAL GROUP INC &lt;DGIC> YEAR NET shr six ct net 155764 rev 6506792 note compani form august 1986,earn
PETER MILLER APPAREL GROUP 3RD QTR JAN 31 LOSS shr loss 28 ct v profit seven ct net loss 931000 v profit 7000 rev 23 mln v 20 mln nine mth shr loss 55 ct v profit seven ct net loss 1619000 v profit 185000 rev 77 mln v 71 mln note shr figur adjust issu 600000 share octob 1986 avg shr given full name peter miller apparel group inc,earn
KRELITZ INDUSTRIES INC &lt;KRLZ> 3RD QTR NET period end jan 31 shr seven ct v 14 ct net 136000 v 274000 sale 484 mln v 382 mln nine mth shr 30 ct v 17 ct net 573000 v 328000 sale 1400 mln v 1024 mln note prior year period end sept 30 compar period reflect chang fiscal yearend april decemb,earn
DONEGAL &lt;DGIC> PROJECTS FULL YEAR RESULTS doneg group inc today report earn 155764 dlr revenu 6506792 dlr period august 26 startup end 1986 said expect much improv profit full year 1987 revenu 32 mln dlr,earn
MACANDREWS AND FORBES HOLDINGS BIDS FOR REVLON mcandrew forb hold inc said offer 1850 dlr per share revlon group inc rev outstand common stock mcandrew said term acquisit determin subject acquisit financ revlon close yesterday new york stock exchang 1434 compani said would bid stock affili alreadi mcandrew forb said inform board director revlon expect make formal propo near futur also said assur term propo deal conclud,acq
